Spring 2017,ENGL 386 X,Theories and Effects of Media Communication,Lisa Lynch,MW -,Treehouse Course Information,writeintense,

Spring 2017,ENGL 387 X,NY Semester on Media and Communication Colloquium,Lisa Lynch,MW -,Treehouse Course Information,writeintense,

Spring 2017,ESS 281 E,Topics in Environmental Humanities: US Food Cultures,Mary Kirby-Calder,MW 10:25 AM-11:40 AM BC217,Treehouse Course Information,writeintense,

Spring 2017,GERM 202 E,German Culture & Conversation,Joshua Kavaloski,MWF 10:25 AM-11:30 AM BC203,Treehouse Course Information,writeintense,

Spring 2017,MUS 303 JT,Music of the Classic and Romantic Eras,Leslie Sprout,W 01:15 PM-03:45 PM MUS111,Treehouse Course Information,writeintense,

Spring 2017,PHIL 322 D,Philosopy of Mind,Erik Anderson,TR 09:00 AM-10:15 AM BC203,Treehouse Course Information,writeintense,

Spring 2017,PHIL 334 Z,Aesthetics,Erik Anderson,TR 02:40 PM-03:55 PM ARTS106,Treehouse Course Information,writeintense,

Spring 2017,PHIL 345 H,Selected Topics Philosophy: Feminist Ethical Theory,Denise Vigani,TR 11:50 AM-01:05 PM HSCS308,Treehouse Course Information,writeintense,

Spring 2017,PSCI 318 JT,Race and Politics,Sangay Mishra,W 01:15 PM-03:45 PM BC102,Treehouse Course Information,writeintense,

Spring 2017,PSCI 344 KZ,Torture:Pain:: Body:: and Truth,Jinee Lokaneeta,T 01:15 PM-03:45 PM BC102,Treehouse Course Information,writeintense,

Spring 2017,PSYC 353L T,Laboratory in Cognition,Graham Cousens,W 02:40 PM-03:55 PM HSCS3A,Treehouse Course Information,writeintense,

Spring 2017,REL 362 M,Women in Asian Traditions,Karen Pechilis,T 04:00 PM-06:30 PM BC102,Treehouse Course Information,writeintense,

Spring 2017,SOC 226 D,Sociology of Race & Ethnicity,Kesha Moore,TR 09:00 AM-10:15 AM BC217,Treehouse Course Information,writeintense,

Spring 2017,SPAN 253 F,Gender:: Sexuality and Performance in Spanish Theatre (Taught in English),Raul Rosales,TR 10:25 AM-11:40 AM BC103,Treehouse Course Information,writeintense,

Spring 2017,SPAN 308 K,Spanish Composition,Ada Ortuzar-Young,TR 01:15 PM-02:30 PM BC216,Treehouse Course Information,writeintense,

Spring 2017,SPAN 364 E,Introduction to Spanish Linguistics,Maria Turrero-Garcia,MW 10:25 AM-11:40 AM BC204,Treehouse Course Information,writeintense,

Spring 2017,WGST 101 C,Introduction to Women's and Gender Studies,Wendy Kolmar,MW 09:00 AM-10:15 AM BC120,Treehouse Course Information,writeintense,

Spring 2017,WGST 101 H,Introduction to Women's and Gender Studies,Mary Kirby-Calder,TR 11:50 AM-01:05 PM BC120,Treehouse Course Information,writeintense,

Spring 2017,WGST 301 M,Filming American Feminisms,Wendy Kolmar,R 04:00 PM-07:00 PM BC120,Treehouse Course Information,writeintense,

Spring 2017,WGST 363 M,Women in Asian Traditions,Karen Pechilis,T 04:00 PM-06:30 PM,Treehouse Course Information,writeintense,

